numero_de_publication;date_de_publication;type_de_publication;type_de_demande;numero_de_depot;date_de_depot;priorite_s;cib;cpc;titre
FR3095539;2020-10-30;A1;Demande française;FR1904501;2019-04-29;FR1904501 (20190429);G06Q  20/00,G06Q  30/00;G06Q  20/206,G06Q  20/32,G06Q  20/322,G06Q  20/327,G06Q  20/363,G06Q  20/40145;PROCEDE DE REALISATION D’UNE TRANSACTION
FR3086171;2020-03-27;A1;Demande française;FR1858678;2018-09-24;FR1858678 (20180924);A61K   8/58,A61K   8/49,A61K   8/69,A61Q   5/10,A61Q  17/04;A61K   8/49,A61K2800/434,A61Q   5/00,A61Q   5/12,A61Q  17/04,A61Q  19/00,A61Q  19/02,C09B  57/00;COMPOSITION COSMETIQUE COMPRENANT UN COMPOSE FLUORESCENT
FR3094667;2020-10-09;A1;Demande française;FR1903639;2019-04-04;FR1903639 (20190404);B29C  65/36;B29C  65/3608,B29C  65/364,B29C  65/368,B29C  65/3696,B29C  65/4815,B29C  65/4875,B29C  65/4885,B29C  65/5057,B29C  66/1122,B29C  66/43,B29C  66/71,B29C  66/7212,B29C  66/7311,B29C  66/73921,B29L2031/30,B29L2031/3076;Méthode d’assemblage de pièces thermoplastiques par induction électromagnétique
FR3085917;2020-03-20;A1;Demande française;FR1858269;2018-09-14;FR1858269 (20180914);B60R  21/38,F15B  15/19;B60R  21/38;DISPOSITIF DE SECURITE DE VEHICULE POUR APPORTER UNE PROTECTION PIETON
FR3086904;2020-04-10;A1;Demande française;FR1859215;2018-10-04;FR1859215 (20181004);B60R  11/06;B60R   7/005,B60R  11/06;ENSEMBLE DE RANGEMENT D'OUTILS DE VEHICULE AUTOMOBILE
FR3091184;2020-07-03;A1;Demande française;FR1874348;2018-12-28;FR1874348 (20181228);B01L   3/00,C12M   1/00;B01L   3/5085,B01L   3/50853,B01L   3/50855,B01L2300/04,B01L2300/0618,B01L2300/0829,B01L2300/0858;Plaque pour échantillons biologiques
FR3092233;2020-08-07;A1;Demande française;FR1901145;2019-02-05;FR1901145 (20190205);A47B  37/00,H02S  20/00;A47B  13/12,A47B  37/04,A47B  97/00,A47F  11/10,A47G2200/08,F21S   9/037,F21V  33/0012,H01L  31/042,H02J   7/0044,H02S  10/40,H02S  30/10,H02S  40/38,Y02E  10/50,Y02E  70/30;Meuble
FR3091340;2020-07-03;A1;Demande française;FR1874411;2018-12-31;FR1874411 (20181231);F28D  20/00,F25B  17/00;F28D  20/003,F28F2250/08,Y02E  60/14;Système de stockage/libération thermochimique d’énergie à air humide à circulation gazeuse améliorée
FR3091681;2020-07-17;A1;Demande française;FR1900234;2019-01-10;FR1900234 (20190110);B60R   5/04,B66F   9/02,B66F  11/04;B60R   5/04,B60R   5/04;Ensemble arrière de véhicule automobile et procédé d’utilisation associé
FR3091698;2020-07-17;A1;Demande française;FR1900282;2019-01-11;FR1900282 (20190111);B68C   1/02;B68C   1/025;Arçon de selle d’équitation en matériau composite
FR3091709;2020-07-17;A1;Demande française;FR1900390;2019-01-16;FR1900390 (20190116);C22C  19/05,C23C  28/00,F01D   5/00;C22C  19/057,C23C   4/02,C23C  28/00,C23C  28/30,C23C  28/321,C23C  28/3215,C23C  28/345,C23C  28/3455,C23C   4/11,C23C   4/134,F01D   5/28,F01D   5/288,F05B2280/10741,F05D2300/13,F05D2300/17,F05D2300/607;Superalliage à base de nickel à tenue mécanique élevée à haute température
FR3091993;2020-07-31;A1;Demande française;FR1900813;2019-01-29;FR1900813 (20190129);A61K  36/53,A61Q  19/00;A61K   8/34,A61K   8/347,A61K   8/361,A61K   8/498,A61K   8/63,A61K   9/0014,A61K  36/53,A61K2236/333,A61K2236/37,A61Q  19/08,A61K   8/9789,A61P  17/16;PROCEDE D’OBTENTION D’UN EXTRAIT DE FEUILLES DE PATCHOULI ET SES UTILISATIONS COSMETIQUES
FR3093146;2020-08-28;A1;Demande française;FR1901776;2019-02-21;FR1901776 (20190221);F16D   1/10,F02C   7/36,F16D   1/02,F16D   1/112;F01D   5/026,F01D  21/045,F02C   7/36,F05D2240/61,F05D2240/62,F16C   3/02,F16C   3/023,F16C2326/43,F16D   3/72,F16D   9/08,F16D2001/103;ARBRE DE TRANSMISSION COMPRENANT UNE SECTION FUSIBLE ET PROCÉDÉ DE PROTECTION CONTRE UN SUR-COUPLE D’UN TEL ARBRE DE TRANSMISSION
FR3088824;2020-05-29;A1;Demande française;FR1872020;2018-11-28;FR1872020 (20181128);A61K  31/737,A61K  36/03,A61P  17/04,A61P  17/06,A61P  17/10;A61K  31/737,A61P  17/06,A61P  17/10;FUCANES SULFATES DE BAS POIDS MOLECULAIRE DANS LES DERMATOSES INFLAMMATOIRES
FR3092320;2020-08-07;A3;Certificat d'utilité;FR2000950;2020-01-31;DE20 2019 100 681.1 (20190206);B65F   1/00;A47J  47/14,B65F   1/00;Récipient pour la collecte d’une ou plusieurs substances.
FR3092529;2020-08-14;A1;Demande française;FR1901230;2019-02-07;FR1901230 (20190207);B60K  37/04;B60K  35/00,B60K  37/04,B60R  11/0235,B60R  11/0264,B60R2011/001,B60R2011/0085,B60K2370/1523,B60K2370/67,B60K2370/682,B60K2370/685,B60K2370/744,B60K2370/782;Ensemble comprenant un dispositif d’affichage déplaçable en rotation autour d’une colonne de direction
FR3085053;2020-02-21;A1;Demande française;FR1903855;2019-04-11;WOPCT/US2018/032816 (20180515);E21B  43/12;E21B2200/22,G06N   3/04,G06N   3/08,E21B2200/22,G06N   3/04,G06N   3/08,E21B  41/00,G06N   3/04,G06N   3/08,G01V  99/005,G06N   3/0454,G06N   3/08,G06F  30/20;PRÉDICTION DE COMPORTEMENT DE RÉSERVOIR DE PÉTROLE À L’AIDE D’UN MODÈLE D’ÉCOULEMENT PROXY DOMAINE TECHNIQUE
FR3086116;2020-03-20;A1;Demande française;FR1858351;2018-09-17;FR1858351 (20180917);H02G   5/00,H01M   2/20,H01R   4/38,H01R  25/14;B60L  50/64,F16B  35/044,F16B2001/0064,H01M2220/20,H01R   4/307,H01R   4/34,H01R   4/70,H01R  31/06,H01R2201/26,H01M  50/50,H01M  50/531,H01M  50/543,Y02E  60/10,Y02T  10/70;BUS BARRES DE CONNEXION ELECTRIQUE NOTAMMENT POUR LES PACKS DE BATTERIE ELECTRIQUE DE VEHICULE
FR3088356;2020-05-15;A1;Demande française;FR1860444;2018-11-12;FR1860444 (20181112);E04F  15/14;E04F  15/02016,E04F2201/07;PROCEDE DE REALISATION D'UN JOINT ENTRE DEUX BANDES D'UN REVETEMENT DE SOL RESILIENT
FR3088791;2020-05-22;A1;Demande française;FR1860546;2018-11-15;FR1860546 (20181115);H04W  12/08,H04L   9/00;H04L   9/3236,H04L  63/10,H04L  63/102,H04L2209/38;PLATEFORME DECENTRALISEE DE GESTION DE SECRETS PERFECTIONNEE
FR3091514;2020-07-10;A1;Demande française;FR1900183;2019-01-09;US15/865302 (20180109),US15/865307 (20180109);B62D  25/08,B60G  15/02;B29C  70/84,B29C  70/887,B60G   7/04,B60G2206/7104,B29C  51/12,B29C  69/02,B29L2031/30,B62D  25/088,B62D  29/004,B62D  29/043,B60G  13/001,B62D  25/088;COUPELLE DE SUPPORT DE SUSPENSION HYBRIDE COMPOSITE INTEGREE
FR3091987;2020-07-31;A1;Demande française;FR1900762;2019-01-29;FR1900762 (20190129);A47J  42/00;A47J  42/02,A47J  42/04,A47J  42/08,A47J  42/32,A47J  42/34,A47J  42/38,A47J  42/04,A47J  42/08;moulin a produits condimentaires
FR3088981;2020-05-29;A1;Demande française;FR1871938;2018-11-27;FR1871938 (20181127);F16J  15/3288,F01D  11/12;F16J  15/324,F16J  15/3288,F01D  11/001,F01D  11/003,F01D  25/183,F05D2240/56,F05D2250/182,F05D2250/294,F16J  15/3288,A46B  15/00,F02C   7/28,F05D2220/32,F05D2240/56;Joint à brosse comprenant au moins deux groupes de poils
FR3089587;2020-06-12;A1;Demande française;FR1872494;2018-12-07;FR1872494 (20181207);F16H  57/00,F02N  11/00,F02N  15/04,F16H   1/36;F16H   1/28,F16H  57/08,F16H2055/176;REDUCTEUR POUR UN DEMARREUR DE MOTEUR THERMIQUE
FR3086228;2020-03-27;A1;Demande française;FR1858654;2018-09-24;FR1858654 (20180924);B60Q   1/52,G08G   1/16;B60Q   1/2665,B60Q   1/28,B60Q   1/30,B60Q   9/008,G01S  13/867,G01S  13/931,G01S2013/9315,G01S2013/9316,G01S2013/9323,G01S2013/93271,G01S2013/93272;SYSTEME DE PREVENTION DE COLLISIONS SUR UNE ZONE A RISQUE
FR3087228;2020-04-17;A1;Demande française;FR1859445;2018-10-11;FR1859445 (20181011);F02K   9/46,F02K   9/48;F02K   9/46,F05D2220/76,F05D2260/60;TURBOPOMPE AVEC MOTEUR-GENERATEUR POUR MOTEUR-FUSEE
FR3089622;2020-06-12;A1;Demande française;FR1872580;2018-12-10;FR1872580 (20181210);G01C  21/00,G01C  23/00,G05D   1/10;G01C  23/00;Procédé d’affichage de la capacité d’un aéronef de rejoindre un premier point en ayant la possibilité de rejoindre un deuxième point, produit programme d’ordinateur et module d’affichage associés
FR3093563;2020-09-11;A1;Demande française;FR1902252;2019-03-05;FR1902252 (20190305);G01F   1/69,G01F   1/68;G01F   1/6888,G01F   1/696,G01F  15/18;système de détection d’un flux de produit fluide ou pâteux par un transducteur statique et circuit de lubrification en graisse associé
FR3090868;2020-06-26;A1;Demande française;FR1874119;2018-12-24;FR1874119 (20181224);G01L  13/00;H04M2250/12,H04M   1/72454,G01C   5/06,G01L  19/00,G06Q  50/30;PROCÉDÉ ET SYSTÈME DE DÉTECTION D’UN MODE DE TRANSPORT AÉRIEN
FR3091614;2020-07-10;A1;Demande française;FR1900064;2019-01-04;FR1900064 (20190104);G08G   1/097,G01S  17/89,G06T   7/00;G01S   7/48,G01S   7/4863,G01S  17/42,G01S  17/86,G01S  17/88,G05D2201/00,B60R  11/04,G06T   5/50,G06T2207/20221,G06T2207/30261,G08G   1/16;Dispositif électronique et procédé de surveillance d’une scène autour d’un véhicule automobile, véhicule automobile, système de transport et programme d’ordinateur associés
FR3095035;2020-10-16;A1;Demande française;FR1903846;2019-04-10;FR1903846 (20190410);F28F   3/04,F25B  15/00,F25B  39/02,F25B  39/04,F28F   3/08;F25B  39/026,F28F   3/14;MACHINE A ABSORPTION COMPRENANT DES PLAQUES MATELASSEES
FR3095359;2020-10-30;A1;Demande française;FR1904609;2019-04-29;FR1904609 (20190429);B25J   1/02;B25G   1/102,F16M  13/00,G06F   1/1626,G06F   1/1656,H04M   1/04;Dispositif pour la préhension, la tenue en main et le maniement des boitiers d'appareils de saisie visualisation.
FR3092043;2020-07-31;A1;Demande française;FR1900697;2019-01-25;FR1900697 (20190125);B60N   2/64,B60N   2/56;B05D   7/00,B05D   7/58,B60N   2/64,B29C  44/06,B29L2031/771,B32B   3/08,B32B   5/18,B32B   5/245,B32B   5/32,B32B   7/02,B32B2255/26,B32B2266/06,B32B2307/30,B32B2307/72,B32B2605/08,B60N   2/5678,B60N   2/6009,B60N   2/5685,B60N   2/5692,B60N   2/5891,F25B  21/02;Panneau d'élément de siège
FR3092422;2020-08-07;A1;Demande française;FR1900891;2019-01-31;FR1900891 (20190131);G06K   7/14,G06K  19/06;G06K   7/10772,G06K   7/10831,G06K   7/10861;Procédé d’acquisition d’images de codes marqués sur une pluralité de feuilles de verre et installation correspondante
FR3088972;2020-05-29;A1;Demande française;FR1871721;2018-11-22;FR1871721 (20181122);F04D  29/30,F04D  17/10;F02C   3/08,F04D  29/284,F05D2260/941,Y02T  50/60;Rouet de compresseur centrifuge, compresseur équipé de ce rouet et turbomachine équipée de ce compresseur
FR3085858;2020-03-20;A1;Demande française;FR1858358;2018-09-17;FR1858358 (20180917);A63B  31/11;A63B  31/11,A63B2031/112;ARTICLE CHAUSSANT POUR ACTIVITE AQUATIQUE
FR3085928;2020-03-20;A1;Demande française;FR1871028;2018-09-13;FR1871028 (20180913);B60W  50/08,B60W  30/18;B60W  30/14,B60W  30/182,B60W  50/082,B60W  50/14,B60W2050/0042,B60W2540/00,B60W2540/103,B60W2540/30;SYSTEME ET PROCEDE DE CONTROLE DE CHANGEMENT DE MODE DE CONDUITE AUTO-ADAPTATIF
FR3088267;2020-05-15;A1;Demande française;FR1860273;2018-11-08;FR1860273 (20181108);B60R  16/02;B60R  16/0215,H02G   3/266;PROCEDE DE FIXATION D'UN CABLE D'ALIMENTATION ELECTRIQUE SOUS LE PLANCHER D'UN VEHICULE AUTOMOBILE
FR3094569;2020-10-02;A1;Demande française;FR1903102;2019-03-25;FR1903102 (20190325);H01L  31/042,G02B   5/08,H01L  31/0256;H01L  31/03046,H01L  31/073,H01L  31/0735,H01L  31/0749,H01L  31/056,Y02E  10/52,Y02E  10/541,Y02E  10/543,Y02E  10/544;CELLULE PHOTOVOLTAïQUE
FR3093724;2020-09-18;A1;Demande française;FR1902612;2019-03-14;FR1902612 (20190314);C08G  63/78,C07C  69/54,C08F   2/42,C08F  20/28,C08G  63/00;C08F 220/28,C08G  63/78,C08F 220/283;PROCEDE DE SYNTHESE D’OLIGOMERES D’ACIDE ACRYLIQUE
FR3093155;2020-08-28;A1;Demande française;FR1901718;2019-02-21;FR1901718 (20190221);F16F   9/48,B60G  17/08,F16F   9/58;F16F   9/185,F16F   9/49,F16F   9/5123;AMORTISSEUR HYDRAULIQUE EQUIPE D’UNE BUTEE DE FIN DE COURSE AUTO-ADAPTABLE
FR3085240;2020-02-28;A1;Demande française;FR1857592;2018-08-22;FR1857592 (20180822);H03M   1/10,H03M   1/12;H03M   3/388,H03M   3/424,H03M   3/384,H03M   3/464;CORRECTION D'ERREURS D'APPARIEMENT DANS UN MODULATEUR DELTA-SIGMA MULTI-BIT
FR3088220;2020-05-15;A1;Demande française;FR1860471;2018-11-14;FR1860471 (20181114);B01D   9/02,C01D   5/00;B01D   9/0009,B01D   9/0059,C01D   5/02,C02F   1/22,C02F2001/5218;PROCEDE DE CRISTALLISATION DE SELS DISSOUS DANS UN LIQUIDE ET UNE INSTALLATION POUR SA MISE EN OEUVRE
FR3092382;2020-08-07;A1;Demande française;FR1901128;2019-02-05;FR1901128 (20190205);F16M  13/00;F16M  11/041,F16M  13/022;Dispositif de maintien ajustable d’un objet de forme parallélépipédique rectangle
FR3092965;2020-08-28;A1;Demande française;FR1901842;2019-02-22;FR1901842 (20190222);A01K  13/00;A01K  13/006;ENSEMBLE DE PROTECTION OCULAIRE POUR CHIEN
FR3093278;2020-09-04;A1;Demande française;FR1902059;2019-02-28;FR1902059 (20190228);A45C  11/20,A45C  13/02,A45C  13/10,A45F   3/46,F24C   3/14;A47B   3/10,A47B  85/06,A47B2031/026,A47J  37/0763,F24C   3/14;Ensemble portable modulaire et convertible pour cuisiner en plein air
FR3093734;2020-09-18;A1;Demande française;FR1902604;2019-03-14;FR1902604 (20190314);C12Q   1/6895,C12Q   1/25,C12Q   1/48,C12Q   1/6851,C12Q   1/686;C12Q   1/6895,C12Q2600/13,C12Q2600/156;METHODE DE DETECTION DE RESISTANCES AUX HERBICIDES DE CLASSE B CHEZ LES PLANTES VULPIN ET RAY-GRASS
FR3094971;2020-10-16;A1;Demande française;FR1903877;2019-04-11;FR1903877 (20190411);B65D  83/42,B65D  83/14,B65D  83/38,B65D  83/70;B65D  83/207,B65D  83/32,B65D  83/42,B65D  83/62,B65D  83/70;DISPOSITIF PORTE VALVE POUR RECHARGE A POCHE, RECHARGE A POCHE ET BOITIER DISTRIBUTEUR RECHARGEABLE LE COMPRENANT
FR3089118;2020-06-05;A1;Demande française;FR1913279;2019-11-27;DE10 2018 220 966.9 (20181204);A61K   8/25,A61K   8/33,A61K  31/19,A61K  33/06,A61P  17/00,A61Q  15/00;A61K   8/0241,A61K   8/19,A61K   8/31,A61K   8/342,A61K   8/375,A61K   8/604,A61K   8/732,A61K   8/922,A61K2800/30,A61K2800/31,A61K2800/412,A61K2800/651,A61Q  15/00,A61K   8/19,A61K   8/25,A61K   8/36,A61Q  15/00,A61K   8/0241,A61K   8/19,A61K   8/25,A61K   8/26,A61K   8/732,A61K   8/922,A61Q  15/00;Compositions cosmétiques déodorantes comprenant du silicate de calcium et du bicarbonate de sodium
FR3088413;2020-05-15;A1;Demande française;FR1860370;2018-11-09;FR1860370 (20181109);F24C   7/06;F24C   7/067,F24C  15/105,H05B   3/72;SYSTEME DE CHAUFFE ET APPAREIL DE CUISSON LE COMPORTANT
FR3089892;2020-06-19;A1;Demande française;FR1872852;2018-12-13;FR1872852 (20181213);B60L  53/57,B60L  53/302,B60L  53/37,B60L  53/53,B60L  53/65;B60L  53/16,B60L  53/35,B60L  53/37,Y02T  10/70,Y02T  10/7072,Y02T  90/12,Y02T  90/14;Système pour la charge/recharge de moyens de stockage d’énergie d’un véhicule à moteur électrique
FR3089971;2020-06-19;A1;Demande française;FR1873177;2018-12-18;FR1873177 (20181218);C02F   3/34;C02F   1/68,C02F2103/42,C02F2303/04;Utilisation d’un composé de type 4-(3-éthoxy-4 hydroxyphényl) alkylcétone dans le traitement de l’eau
FR3091540;2020-07-10;A1;Demande française;FR1900138;2019-01-08;FR1900138 (20190108);C10L  10/06,B60K  15/01,B60K  15/063,F01N   3/023;C10L   1/10,C10L  10/06,C10L2200/0446,C10L2230/04,C10L2270/026,C10L2290/02,C10L2290/141,C10L2290/24,C10L2290/547,C10L2290/58,C10L2290/60,F02D  19/12,F02D  41/0025,F02D  41/029,F02M  25/00;PROCEDE D’ADDITIVATION D’UN CARBURANT POUR UNE ADDITIVATION DES SUIES CREEES DANS UN MOTEUR
FR3092071;2020-07-31;A1;Demande française;FR1900702;2019-01-25;FR1900702 (20190125);B62D  25/12,B60S   1/04,B62D  65/08;B60S   1/0436,B60S   1/0463,B60S   1/349;PIÈCE D’ÉTANCHÉITÉ POUR UN AXE D’ENTRAÎNEMENT DE BRAS D’ESSUYAGE D’UN PARE-BRISE DE VÉHICULE
FR3087355;2020-04-24;A1;Demande française;FR1859602;2018-10-17;FR1859602 (20181017);B01F  17/00,B01F   3/08,B01F  17/50;B01F  17/00;EMULSION ET EMULSION MULTIPLE DE PICKERING AVEC DES PARTICULES DE BOIS
FR3088362;2020-05-15;A1;Demande française;FR1860427;2018-11-12;FR1860427 (20181112);E06B   9/72,G05B  19/02,H01L  31/042,H02J   7/00;E06B   9/68,E06B2009/6827,G05B  15/02,G05B2219/2642;PROCEDE DE COMMANDE EN FONCTIONNEMENT D'UNE INSTALLATION DOMOTIQUE DE FERMETURE, D'OCCULTATION OU DE PROTECTION SOLAIRE ET INSTALLATION DOMOTIQUE ASSOCIEE
FR3090104;2020-06-19;A1;Demande française;FR1900866;2019-01-30;FR1872931 (20181214);G01M  17/02,B60C  11/24,B60C  19/00;B60C  11/246,G01M  17/02;Modèle de prédiction de l’usure et de la fin de vie d’un pneumatique
FR3090513;2020-06-26;A1;Demande française;FR1914476;2019-12-16;JP2018-239447 (20181221);B60K  17/04,B60K   5/12,F16H  57/00;B60K   6/26,B60K   6/36,B60K   6/40,B60K   6/405,B60K   1/00,B60K   6/36,B60K   6/387,B60K   6/405,B60K   6/48,B60K   6/547,B60K  17/04,B60K2006/4808,B60K2006/4833,F16H  57/025,F16H  57/03,F16H  57/037,F16H  61/682,F16H2057/02034,F16H2200/0052,H02K   7/116,Y02T  10/62;Dispositif d'entrainement pour véhicule hybride
FR3090895;2020-06-26;A1;Demande française;FR1873471;2018-12-20;FR1873471 (20181220);G01S  13/93,G01S   7/03,G01S   7/04;G01S   7/032,G01S  13/48,G01S  13/933,G01S  13/935,B64C   1/36,B64C  27/04,B64D  43/00,G01S  13/003,G08G   5/0021,G01S  13/935,H01Q   3/34,H01Q  21/06,H01Q  25/00;PROCEDE ET SYSTEME RADAR DE PROXIMITE POUR AERONEF A VOILURE TOURNANTE
FR3091318;2020-07-03;A1;Demande française;FR1874222;2018-12-27;FR1874222 (20181227);F04D   1/00,F04D   7/06;B22F   5/00,B33Y  80/00,B22F  10/20,F04C   9/005,F04D   7/06,F04D  11/005,Y02P  10/25;Dispositif pour la mise en circulation d’un fluide
FR3091637;2020-07-10;A1;Demande française;FR1900174;2019-01-09;FR1900174 (20190109);H05B  47/10,H02M   1/02;H05B  39/048,H05B  39/08,H05B  45/10,Y02B  20/00;Procédé et un dispositif de contrôle de fonctionnement d'un variateur de lumière pour une charge lumineuse
FR3088654;2020-05-22;A1;Demande française;FR1871534;2018-11-15;FR1871534 (20181115);D06F  37/10;D06F  39/14,E05D   3/10,E05Y2201/624,E05Y2800/266,E05Y2900/312;APPAREIL ELECTROMENAGER COMPORTANT UNE CARROSSERIE, UNE PORTE ET UN DISPOSITIF DE LIAISON RELIANT LA PORTE A LA CARROSSERIE
FR3090308;2020-06-26;A1;Demande française;FR1873892;2018-12-21;FR1873892 (20181221);A47F   1/00,A47B  96/20;A47F   5/103,A47F2005/0075,G09F   7/18,G09F2007/1834,G09F2007/1856;décor d’habillage positionnable en façade d’un meuble présentoir
FR3093858;2020-09-18;A1;Demande française;FR1902668;2019-03-15;FR1902668 (20190315);H01L  21/304,H01L  21/02;H01L  21/76254;Procédé de transfert d’une couche utile sur un substrat support
FR3091771;2020-07-17;A1;Demande française;FR1873793;2018-12-21;FR1873793 (20181221);G06F   9/50;G06F   1/3278,G06F   9/5066,G06F   9/5094,G06F  15/17312,Y02D  10/00,Y02D  30/50,G06F   9/4893,G06F   9/5066,G06F   9/5072,H04L  49/10;Execution/Isolation d’application par allocation de ressources réseau au travers du mécanisme de routage
FR3091788;2020-07-17;A1;Demande française;FR1900244;2019-01-10;FR1900244 (20190110);H01M  10/44,G06F   7/76,G06Q  50/06;B60L2240/545,B60L2240/80,B60L2260/54,B60L2260/56,B60L2260/58,B60L  53/63,B60L  53/64,B60L  53/665,B60L  58/12,Y02T  90/169,Y02E  60/00,Y02T  10/70,Y02T  10/7072,Y02T  90/12,Y02T  90/16,Y02T  90/167,Y04S  10/126,Y04S  30/14;Méthode de charge d’une batterie d’accumulateurs par une borne de charge
FR3091905;2020-07-24;A1;Demande française;FR1900579;2019-01-23;FR1900579 (20190123);F02K   3/04,B64D  29/06;F02C   3/10,F02C   7/36,F02K   1/66,F02K   3/06,F05D2260/40311,Y02T  50/60;turboreacteur double flux comportant un système d’inversion de poussée
FR3091969;2020-07-31;A1;Demande française;FR1900798;2019-01-29;FR1900798 (20190129);A01G   9/02;A01G   9/025,Y02P  60/20;DISPOSITIF POUR LA CULTURE DE PLANTS DE VEGETALISATION, FORMANT BARDAGE, PROCEDE DE FABRICATION DUDIT DISPOSITIF
FR3092181;2020-07-31;A1;Demande française;FR1900648;2019-01-25;FR1900648 (20190125);G06F  17/16,G06F  30/00,H02J  15/00;G06Q  10/04,G06Q  50/04,Y02P  90/30;METHODE D’OPTIMISATION D’UN DIMENSIONNEMENT ENERGETIQUE D’UNE BATTERIE D’ACCUMULATEURS ELECTRIQUES D’UN VEHICULE
FR3092613;2020-08-14;A1;Demande française;FR1901241;2019-02-07;FR1901241 (20190207);F01L   3/20,F02B  31/00;F01L   3/06,Y02T  10/12;Soupape d’admission pour moteur Diesel
FR3093079;2020-08-28;A1;Demande française;FR1902012;2019-02-27;FR1902012 (20190227);B64D  15/04;B64C   7/02,B64C  23/06,B64D  15/04,F02C   7/047,Y02T  50/10;Dispositif de dégivrage pour une entrée d'air d'une nacelle de turboréacteur d'aéronef
FR3093374;2020-09-04;A1;Demande française;FR1902109;2019-02-28;FR1902109 (20190228);G10K  11/168,B32B  37/10,B32B  37/12,B32B  37/14,E04B   1/84;B29D  24/005,B32B   3/12,B32B   5/02,B64D2033/0206,F02K   1/827,G10K  11/172,Y02T  50/60;Procédé d’élaboration d’âmes alvéolaires à formes coniques internes ouvertes
FR3093455;2020-09-11;A1;Demande française;FR1902357;2019-03-08;FR1902357 (20190308);B27B   5/18,B27B   5/29;B23D  45/028,B23D  47/02,B23D  47/025,B23D  47/04;Dispositif de sciage
FR3094176;2020-10-02;A1;Demande française;FR1903265;2019-03-28;FR1903265 (20190328);A01G  27/06,A01G   9/00;A01G   9/026,A01G  27/02;RECEPTACLE POUR LA CULTURE DES PLANTES
FR3086980;2020-04-10;A1;Demande française;FR1801065;2018-10-08;FR1801065 (20181008);F03D   3/02;F03D   5/06,Y02E  10/70;E-M-A EOLIENNE A MOUVEMENT ALTERNATIF
FR3087314;2020-04-24;A1;Demande française;FR1801110;2018-10-18;FR1801110 (20181018);A01C   1/06,A01N  25/00;A01C   1/06;SEMENCES REPULSIVES
FR3091396;2020-07-03;A1;Demande française;FR1874117;2018-12-27;FR1874117 (20181227);G06Q  50/00,G01C  21/26,G06F   3/048,G06F  16/20,G06F  17/00,G06Q  30/02,G06T   1/20;G06F  16/29;Procédé de création et de gestion des ressources cartographiques par un appareil type Géomatique pour un terminal mobile
FR3092608;2020-08-14;A1;Demande française;FR1901315;2019-02-11;FR1901315 (20190211);E06B   9/17;E06B   9/174,E06B   9/76;Dispositif d’enroulement d’un moyen d’occultation et/ou d’obscurcissement d’un ouvrant
